_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
1469,1469,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,05-02-2021 08:30,6.4
1470,1470,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,10-03-2021 08:30,14.2
1471,1471,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,17-04-2021 08:30,0.2
1472,1472,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,07-05-2021 08:30,6.4
1473,1473,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,12-05-2021 08:30,3.2
1474,1474,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,13-05-2021 08:30,1.2
1475,1475,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,19-05-2021 08:30,3.4
1476,1476,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,20-05-2021 08:30,58.6
1477,1477,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,21-05-2021 08:30,2.4
1478,1478,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,22-05-2021 08:30,37.6
1479,1479,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,01-06-2021 08:30,20.6
1480,1480,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,11-06-2021 08:30,9.6
1481,1481,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,18-06-2021 08:30,9.4
1482,1482,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,25-06-2021 08:30,1.4
1483,1483,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,14-07-2021 08:30,112
1484,1484,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,15-07-2021 08:30,34
1485,1485,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,19-07-2021 08:30,54
1486,1486,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,20-07-2021 08:30,14
1487,1487,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,21-07-2021 08:30,8
1488,1488,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,24-07-2021 08:30,12.4
1489,1489,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,25-07-2021 08:30,4
1490,1490,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,27-07-2021 08:30,4
1491,1491,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,28-07-2021 08:30,34.6
1492,1492,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,30-07-2021 08:30,30
1493,1493,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,31-07-2021 08:30,15.6
1494,1494,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,01-08-2021 08:30,94
1495,1495,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,02-08-2021 08:30,5.4
1496,1496,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,03-08-2021 08:30,14
1497,1497,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,08-08-2021 08:30,35.6
1498,1498,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,09-08-2021 08:30,18.4
1499,1499,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,21-08-2021 08:30,72
1500,1500,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,22-08-2021 08:30,6
1501,1501,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,01-09-2021 08:30,82
1502,1502,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,02-09-2021 08:30,12.2
1503,1503,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,04-09-2021 08:30,8
1504,1504,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,05-09-2021 08:30,12
1505,1505,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,10-09-2021 08:30,6
1506,1506,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,11-09-2021 08:30,43
1507,1507,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,12-09-2021 08:30,66
1508,1508,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,14-09-2021 08:30,36.8
1509,1509,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,15-09-2021 08:30,2
1510,1510,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,16-09-2021 08:30,16
1511,1511,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,17-09-2021 08:30,12
1512,1512,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,25-09-2021 08:30,2
1513,1513,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,18-10-2021 08:30,87.2
1514,1514,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,19-10-2021 08:30,8
1515,1515,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,25-10-2021 08:30,18.8
1516,1516,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,03-12-2021 08:30,1
1517,1517,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,27-12-2021 08:30,2.4
1518,1518,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,06-01-2022 08:30,5.4
1519,1519,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,08-01-2022 08:30,43.2
1520,1520,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,09-01-2022 08:30,54.2
1521,1521,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,22-01-2022 08:30,5.8
1522,1522,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,23-01-2022 08:30,10.2
1523,1523,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,03-02-2022 08:30,2.2
1524,1524,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,04-02-2022 08:30,1
1525,1525,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,09-02-2022 08:30,8.6
1526,1526,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,26-02-2022 08:30,2
1527,1527,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,27-02-2022 08:30,5
1528,1528,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,05-05-2022 08:30,4
1529,1529,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,22-05-2022 08:30,3
1530,1530,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,23-05-2022 08:30,34
1531,1531,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,24-05-2022 08:30,30
1532,1532,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,30-05-2022 08:30,3
1533,1533,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,31-05-2022 08:30,2
1534,1534,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,17-06-2022 08:30,4
1535,1535,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,18-06-2022 08:30,14
1536,1536,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,19-06-2022 08:30,4.2
1537,1537,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,20-06-2022 08:30,2.4
1538,1538,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,22-06-2022 08:30,14
1539,1539,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,01-07-2022 08:30,91.2
1540,1540,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,13-07-2022 08:30,6.4
1541,1541,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,17-07-2022 08:30,50.4
1542,1542,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,21-07-2022 08:30,29
1543,1543,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,23-07-2022 08:30,17.4
1544,1544,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,26-07-2022 08:30,8
1545,1545,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,28-07-2022 08:30,3
1546,1546,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,29-07-2022 08:30,2
1547,1547,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,30-07-2022 08:30,35.6
1548,1548,Manjhawali,CWC,6,Haryana,60,FARIDABAD,BALLABGARH,BALLABGARH,Manjhawali,Ganga,Ganga,Yamuna,Yamuna,Yamuna,Yamuna,28.37333333,77.48837500,31-07-2022 08:30,24.8
