_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
433,433,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-08-2021 08:30,33
434,434,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-08-2021 08:30,7
435,435,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-08-2021 08:30,20
436,436,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-08-2021 08:30,6
437,437,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-08-2021 08:30,53
438,438,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-09-2021 08:30,3
439,439,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-09-2021 08:30,3.6
440,440,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-09-2021 08:30,4
441,441,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-09-2021 08:30,7
442,442,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-09-2021 08:30,7
443,443,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-09-2021 08:30,7.2
444,444,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,13-09-2021 08:30,28
445,445,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,14-09-2021 08:30,6
446,446,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-09-2021 08:30,2
447,447,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-09-2021 08:30,9
448,448,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-09-2021 08:30,80
449,449,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-10-2021 08:30,7
450,450,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-10-2021 08:30,27.6
451,451,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,19-10-2021 08:30,2
452,452,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-10-2021 08:30,3
453,453,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-12-2021 08:30,1
454,454,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-01-2022 08:30,18
455,455,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-01-2022 08:30,2
456,456,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-01-2022 08:30,52
457,457,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-01-2022 08:30,66
458,458,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-01-2022 08:30,53.2
459,459,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-01-2022 08:30,1
460,460,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-01-2022 08:30,45
461,461,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-01-2022 08:30,11
462,462,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-02-2022 08:30,40
463,463,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-02-2022 08:30,14
464,464,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-02-2022 08:30,2
465,465,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-02-2022 08:30,6
466,466,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,27-02-2022 08:30,2
467,467,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-05-2022 08:30,7
468,468,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-05-2022 08:30,7
469,469,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-05-2022 08:30,34
470,470,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-05-2022 08:30,9.4
471,471,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-05-2022 08:30,1
472,472,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-06-2022 08:30,10
473,473,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-06-2022 08:30,8
474,474,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-06-2022 08:30,11.4
475,475,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-07-2022 08:30,52
476,476,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-07-2022 08:30,10
477,477,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-07-2022 08:30,11
478,478,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-07-2022 08:30,14
479,479,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,14-07-2022 08:30,18
480,480,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-07-2022 08:30,3
481,481,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-07-2022 08:30,26
482,482,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-07-2022 08:30,5
483,483,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-07-2022 08:30,9
484,484,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-07-2022 08:30,20
485,485,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-07-2022 08:30,23
486,486,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-07-2022 08:30,19
487,487,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-07-2022 08:30,9
488,488,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,31-07-2022 08:30,8
489,489,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-08-2022 08:30,14
490,490,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-08-2022 08:30,24
491,491,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,07-08-2022 08:30,4
492,492,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-08-2022 08:30,3
493,493,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-08-2022 08:30,15
494,494,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-09-2022 08:30,14
495,495,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,13-09-2022 08:30,15
496,496,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,16-09-2022 08:30,45
497,497,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,17-09-2022 08:30,18
498,498,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-09-2022 08:30,35
499,499,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-09-2022 08:30,2
500,500,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-09-2022 08:30,44
501,501,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-09-2022 08:30,36
502,502,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-09-2022 08:30,67
503,503,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-09-2022 08:30,4
504,504,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-10-2022 08:30,2
505,505,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-10-2022 08:30,11
506,506,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-10-2022 08:30,24
507,507,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-01-2023 08:30,4
508,508,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,30-01-2023 08:30,11
509,509,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,18-03-2023 08:30,6
510,510,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,21-03-2023 08:30,38
511,511,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-03-2023 08:30,2
512,512,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,31-03-2023 08:30,7
513,513,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-04-2023 08:30,11
514,514,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-04-2023 08:30,10
515,515,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,01-05-2023 08:30,14
516,516,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-05-2023 08:30,23
517,517,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-05-2023 08:30,7
518,518,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-05-2023 08:30,6
519,519,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-06-2023 08:30,1
520,520,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,24-06-2023 08:30,7
521,521,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-06-2023 08:30,27
522,522,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-06-2023 08:30,33
523,523,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-06-2023 08:30,18
524,524,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,29-06-2023 08:30,9
525,525,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,03-07-2023 08:30,17
526,526,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,04-07-2023 08:30,12
527,527,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,05-07-2023 08:30,17.6
528,528,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-07-2023 08:30,46
529,529,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-07-2023 08:30,22.4
530,530,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-07-2023 11:30,12
531,531,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-07-2023 14:30,53
532,532,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-07-2023 17:30,8
533,533,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,08-07-2023 23:30,12.5
534,534,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-07-2023 02:30,7
535,535,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-07-2023 11:30,22
536,536,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-07-2023 14:30,9
537,537,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-07-2023 17:30,15
538,538,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-07-2023 14:30,26
539,539,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-07-2023 17:30,17
540,540,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-07-2023 20:30,28
541,541,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-07-2023 05:30,32
542,542,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-07-2023 08:30,49
543,543,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-07-2023 05:30,29
544,544,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-07-2023 08:30,11
545,545,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,12-07-2023 11:30,12.8
546,546,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,13-07-2023 08:30,64
547,547,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,15-07-2023 08:30,10
548,548,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-07-2023 02:30,15
549,549,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-07-2023 05:30,7
550,550,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,26-07-2023 08:30,53
551,551,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,28-07-2023 08:30,2
552,552,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,02-08-2023 20:30,16
553,553,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,06-08-2023 23:30,7
554,554,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-08-2023 08:30,13
555,555,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,10-08-2023 23:30,10
556,556,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2023 02:30,5
557,557,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2023 05:30,12
558,558,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2023 08:30,75
559,559,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,11-08-2023 11:30,9
560,560,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,20-08-2023 23:30,10
561,561,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-08-2023 02:30,21
562,562,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-08-2023 08:30,12
563,563,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,22-08-2023 20:30,6
564,564,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2023 05:30,11
565,565,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2023 08:30,25
566,566,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2023 14:30,13
567,567,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,23-08-2023 17:30,9
568,568,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,25-08-2023 23:30,4
569,569,Ghodopipli,CWC,6,Haryana,76,YAMUNANAGAR,JAGADHRI,-,-,Ganga,Ganga,Yamuna,Maskara,-,Maskara,30.09055556,77.40833333,09-09-2023 20:30,7
