SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
8232,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-1996 06:00,2.2
8233,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-1997 06:00,2.98
8234,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-1997 06:00,3.92
8235,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-1997 06:00,1.5
8236,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-1997 06:00,1.33
8237,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-1998 06:00,1.65
8238,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-1998 06:00,2.15
8239,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-1998 06:00,1.45
8240,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-1998 06:00,1.18
8241,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-1999 06:00,1.4
8242,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-1999 06:00,2.54
8243,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-1999 06:00,1.68
8244,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-1999 06:00,2.16
8245,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2000 06:00,2.82
8246,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2000 06:00,3.8
8247,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2000 06:00,2.47
8248,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2000 06:00,3.09
8249,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2001 06:00,5.56
8250,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2001 06:00,2.82
8251,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2001 06:00,4.08
8252,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2002 06:00,6.6
8253,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2002 06:00,5.8
8254,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2002 06:00,5.38
8255,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2002 06:00,7.9
8256,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2003 06:00,7.77
8257,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2003 06:00,8.47
8258,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2003 06:00,2.35
8259,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2003 06:00,2.8
8260,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2004 06:00,4.06
8261,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2004 06:00,5.42
8262,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2004 06:00,1.8
8263,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2004 06:00,1.7
8264,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2005 06:00,4.52
8265,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2005 06:00,5.25
8266,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2005 06:00,2.82
8267,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2005 06:00,2.92
8268,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2006 06:00,4.36
8269,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2006 06:00,4.8
8270,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2006 06:00,5
8271,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2007 06:00,6.83
8272,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2007 06:00,3.27
8273,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2007 06:00,4.6
8274,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2008 06:00,6.4
8275,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2008 06:00,6.1
8276,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2008 06:00,1.2
8277,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2009 06:00,2.1
8278,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2009 06:00,4.21
8279,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2009 06:00,7.19
8280,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2009 06:00,6.2
8281,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2010 06:00,6.8
8282,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2010 06:00,4.2
8283,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2011 06:00,3.08
8284,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2011 06:00,2.59
8285,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2011 06:00,2.38
8286,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2011 06:00,1.64
8287,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2012 06:00,1.57
8288,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2012 06:00,5.03
8289,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2013 06:00,5.03
8290,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2013 06:00,6.87
8291,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2013 06:00,3.55
8292,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-11-2013 06:00,4.83
8293,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,05-01-2014 06:00,4.6
8294,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,15-05-2014 06:00,3.9
8295,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,25-08-2014 06:00,3.65
8296,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,20-10-2018 00:00,1.95
8297,Dhamundicross,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Dhamundicross,-,-,-,-,-,-,29.07500000,76.04166667,,01-11-2018 00:00,1.95
8298,Dhana Alampur-DW,CGWB,6,Haryana,72,REWARI,REWARI,REWARI,Dhana Alampur,-,-,-,-,-,-,28.17166667,76.55166667,,15-05-2015 06:00,13.6
8299,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-1996 06:00,1.88
8300,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-1996 06:00,1
8301,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-1996 06:00,1.05
8302,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-1997 06:00,2.02
8303,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-1997 06:00,2.11
8304,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-1997 06:00,1.84
8305,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-1997 06:00,12.69
8306,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-1998 06:00,1.5
8307,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-1998 06:00,2.08
8308,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-1998 06:00,2.24
8309,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-1998 06:00,1.19
8310,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-1999 06:00,1.23
8311,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-1999 06:00,2.04
8312,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-1999 06:00,2.31
8313,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-1999 06:00,2.45
8314,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2000 06:00,2.42
8315,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2000 06:00,4.64
8316,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2000 06:00,2.44
8317,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2000 06:00,2.74
8318,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2001 06:00,3.89
8319,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2001 06:00,3.02
8320,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2001 06:00,2.19
8321,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2001 06:00,2.4
8322,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2002 06:00,2.39
8323,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2002 06:00,2.39
8324,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2002 06:00,2.67
8325,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2002 06:00,2.44
8326,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2003 06:00,2.49
8327,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2003 06:00,3.27
8328,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2003 06:00,1.06
8329,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2003 06:00,1.36
8330,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2004 06:00,1.36
8331,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2004 06:00,1.85
8332,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2004 06:00,0.08
8333,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2004 06:00,0.66
8334,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2005 06:00,1.19
8335,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2005 06:00,1.38
8336,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2005 06:00,0.74
8337,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2005 06:00,0.61
8338,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2006 06:00,1.21
8339,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2006 06:00,1.94
8340,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2006 06:00,0.96
8341,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2006 06:00,1.04
8342,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2007 06:00,1.59
8343,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2007 06:00,1.49
8344,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2007 06:00,1.4
8345,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2007 06:00,1.39
8346,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2008 06:00,1.54
8347,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2008 06:00,1.98
8348,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2008 06:00,0.23
8349,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2008 06:00,0.77
8350,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2009 06:00,0.99
8351,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2009 06:00,1.86
8352,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2009 06:00,1.89
8353,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2009 06:00,0.84
8354,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2010 06:00,0.89
8355,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2010 06:00,2.18
8356,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2010 06:00,0.94
8357,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2010 06:00,0.64
8358,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2011 06:00,0.87
8359,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2011 06:00,1.2
8360,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2011 06:00,1.04
8361,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2011 06:00,0.9
8362,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2012 06:00,1.15
8363,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2012 06:00,1.87
8364,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2012 06:00,0.84
8365,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2013 06:00,2.2
8366,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2013 06:00,1.26
8367,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2013 06:00,0.94
8368,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2013 06:00,1.04
8369,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2014 06:00,1.07
8370,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2014 06:00,1.19
8371,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2014 06:00,1
8372,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2015 06:00,1.1
8373,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2015 06:00,0.77
8374,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2016 06:00,1.06
8375,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2016 06:00,0.14
8376,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2016 06:00,0.72
8377,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-01-2017 06:00,0.89
8378,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,15-05-2017 06:00,1.52
8379,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,25-08-2017 06:00,0.59
8380,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,05-11-2017 06:00,0.59
8381,Dhanana,CGWB,6,Haryana,59,BHIWANI,BAWANI KHERA,BAWANI KHERA,Dhanana,-,-,-,-,-,-,28.93750000,76.16805556,,01-01-2018 06:00,0.67
