SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
16151,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2007 06:00,29.35
16152,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2007 06:00,31.06
16153,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2007 06:00,30.81
16154,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2008 06:00,36.23
16155,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2008 06:00,30
16156,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2008 06:00,30.6
16157,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2009 06:00,29.52
16158,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2009 06:00,32.9
16159,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2009 06:00,32.86
16160,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2009 06:00,30.89
16161,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2010 06:00,31.88
16162,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2010 06:00,32.99
16163,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2010 06:00,31.51
16164,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2010 06:00,30.84
16165,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2011 06:00,32.43
16166,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2011 06:00,32.9
16167,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2011 06:00,32.7
16168,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2011 06:00,33.3
16169,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-01-2012 06:00,32.4
16170,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2012 06:00,34.1
16171,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2012 06:00,31.2
16172,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2013 06:00,34
16173,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,15-05-2014 06:00,37.6
16174,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,05-11-2014 06:00,37.37
16175,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,01-06-2018 00:00,38.4
16176,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,20-10-2018 00:00,48.6
16177,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,01-11-2018 00:00,48.6
16178,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,20-05-2019 06:00,37.6
16179,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,01-06-2019 06:00,37.6
16180,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,01-11-2019 06:00,34.72
16181,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,25-08-2020 00:00,39.2
16182,Kasan,CGWB,6,Haryana,62,GURUGRAM,SOHANA,GURGAON,Kasan,-,-,-,-,-,-,28.35694444,76.90833333,,30-11-2020 00:00,37.18
16183,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-1996 06:00,6.81
16184,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-1996 06:00,7
16185,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-1996 06:00,6.5
16186,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-1996 06:00,6.43
16187,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-1997 06:00,13.77
16188,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-1997 06:00,6.4
16189,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-1997 06:00,10.77
16190,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-1997 06:00,6.22
16191,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-1998 06:00,6.35
16192,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-1998 06:00,6.85
16193,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-1998 06:00,6.81
16194,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-1998 06:00,6.2
16195,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-1999 06:00,6.11
16196,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-1999 06:00,6.58
16197,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-1999 06:00,6.55
16198,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-1999 06:00,6.41
16199,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2000 06:00,6.36
16200,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2000 06:00,6.8
16201,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2000 06:00,6.66
16202,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2000 06:00,6.73
16203,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2001 06:00,6.85
16204,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2001 06:00,7.16
16205,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2001 06:00,7.14
16206,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2001 06:00,7.45
16207,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2002 06:00,7.63
16208,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2002 06:00,7.93
16209,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2002 06:00,8.28
16210,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2002 06:00,8.25
16211,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2003 06:00,8.3
16212,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2003 06:00,8.64
16213,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2003 06:00,8.66
16214,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2003 06:00,8.75
16215,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2004 06:00,8.86
16216,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2004 06:00,8.94
16217,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2004 06:00,9.23
16218,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2004 06:00,9.21
16219,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2005 06:00,9.1
16220,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2005 06:00,9.3
16221,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2005 06:00,8.2
16222,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2005 06:00,9.1
16223,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2006 06:00,9.85
16224,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2006 06:00,9.8
16225,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2006 06:00,8.8
16226,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2006 06:00,9.75
16227,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2007 06:00,9.9
16228,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2007 06:00,9.9
16229,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2007 06:00,9.95
16230,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2007 06:00,9.9
16231,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2008 06:00,10.13
16232,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2008 06:00,11.05
16233,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2008 06:00,10.98
16234,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2008 06:00,11.08
16235,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2009 06:00,11.45
16236,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2009 06:00,9.57
16237,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2009 06:00,10.68
16238,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2009 06:00,11.8
16239,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2010 06:00,12
16240,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2010 06:00,10.62
16241,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2010 06:00,9.82
16242,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2010 06:00,11.3
16243,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2011 06:00,11.83
16244,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2011 06:00,11.76
16245,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2011 06:00,10.2
16246,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2011 06:00,11.37
16247,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2012 06:00,13
16248,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2012 06:00,10.49
16249,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2012 06:00,11.97
16250,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2013 06:00,10.3
16251,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2013 06:00,12.28
16252,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2013 06:00,10.51
16253,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2013 06:00,13.3
16254,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-01-2014 06:00,12.85
16255,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2014 06:00,12.05
16256,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2014 06:00,12.78
16257,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2016 06:00,9.27
16258,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2016 06:00,8.9
16259,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2016 06:00,8.59
16260,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,15-05-2017 06:00,6.91
16261,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2017 06:00,7.2
16262,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,05-11-2017 06:00,10.7
16263,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-05-2018 06:00,11.7
16264,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-06-2018 00:00,11.7
16265,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,20-08-2018 00:00,8.89
16266,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,20-10-2018 00:00,9.85
16267,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-11-2018 00:00,9.85
16268,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-01-2019 06:00,11.07
16269,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,20-05-2019 06:00,11.23
16270,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-06-2019 06:00,11.23
16271,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,01-11-2019 06:00,4.02
16272,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,10-01-2020 00:00,4
16273,Kash Ram Dhab,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Kash Ram Dhab,-,-,-,-,-,-,29.42222222,74.61250000,,25-08-2020 00:00,3.32
16274,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,15-05-1996 06:00,33.48
16275,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,25-08-1996 06:00,33.34
16276,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-11-1996 06:00,33.46
16277,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-01-1997 06:00,33.4
16278,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,15-05-1997 06:00,43.05
16279,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,25-08-1997 06:00,33.92
16280,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-11-1997 06:00,12.41
16281,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-01-1998 06:00,33.89
16282,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,15-05-1998 06:00,34.37
16283,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,25-08-1998 06:00,32.6
16284,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-11-1998 06:00,34.17
16285,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-01-1999 06:00,33.77
16286,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,15-05-1999 06:00,33.9
16287,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,25-08-1999 06:00,34.31
16288,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-11-1999 06:00,34.16
16289,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-01-2000 06:00,34.7
16290,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,15-05-2000 06:00,35.2
16291,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,25-08-2000 06:00,40
16292,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-11-2000 06:00,35.9
16293,Kasni,CGWB,6,Haryana,59,BHIWANI,LOHARU,LOHARU,Kasni,-,-,-,-,-,-,28.68250000,75.68694444,,05-01-2001 06:00,36
