_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
1211,1211,Gigorani,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gigorani,-,-,-,-,-,-,29.3,75.14444444,,01-06-2023 00:00,3.2
1212,1212,Gigorani,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gigorani,-,-,-,-,-,-,29.3,75.14444444,,20-08-2023 00:00,3.71
1213,1213,Gigorani,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gigorani,-,-,-,-,-,-,29.3,75.14444444,,01-01-2024 00:00,3.42
1214,1214,Giji-DW,CGWB,6,Haryana,73,ROHTAK,SAMPLA,SAMPLA,Giji,-,-,-,-,-,-,28.81861111,76.775,,20-05-2022 06:00,6
1215,1215,Gobind Garh-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,LADWA,Gobind Garh,-,-,-,-,-,-,29.95361111,77.02916667,,20-05-2022 06:00,29.1
1216,1216,Gobindpur M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Naraingarh,-,-,-,-,-,-,30.44972222,76.97888889,288,01-11-2023 00:00,69.96
1217,1217,Gobindpur M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Naraingarh,-,-,-,-,-,-,30.44972222,76.97888889,288,01-01-2024 00:00,60.82
1218,1218,Gobindpur S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Naraingarh,-,-,-,-,-,-,30.44972222,76.97888889,288,01-11-2023 00:00,70.32
1219,1219,Gobindpur S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Naraingarh,-,-,-,-,-,-,30.44972222,76.97888889,288,01-01-2024 00:00,60.06
1220,1220,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,10-01-2021 00:00,20.83
1221,1221,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,31-08-2021 06:00,22.61
1222,1222,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,30-01-2022 07:00,17.21
1223,1223,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,20-05-2022 06:00,17.86
1224,1224,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,01-08-2022 06:00,17.69
1225,1225,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,01-11-2022 06:00,17.25
1226,1226,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,01-11-2023 00:00,15.39
1227,1227,Gohana1,CGWB,6,Haryana,75,SONIPAT,GOHANA,GOHANA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,01-01-2024 00:00,15.06
1228,1228,Gohana-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,01-10-2022 00:00,16.54
1229,1229,Gohana-Pz,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Gohana,-,-,-,-,-,-,29.13944444,76.71527778,,20-08-2023 00:00,15.31
1230,1230,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,10-01-2021 00:00,4.45
1231,1231,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,31-08-2021 06:00,4.95
1232,1232,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,30-11-2021 06:00,3.66
1233,1233,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,30-01-2022 07:00,1.18
1234,1234,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,20-05-2022 06:00,4.52
1235,1235,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-08-2022 06:00,3.31
1236,1236,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-11-2022 06:00,3.46
1237,1237,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-01-2023 00:00,3.88
1238,1238,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-06-2023 00:00,4.39
1239,1239,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-11-2023 00:00,2.09
1240,1240,Golpura-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Golpura,-,-,-,-,-,-,30.505,76.98611111,,01-01-2024 00:00,3.71
1241,1241,Gol Pura-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,SHAHBAD,Gol Pura,-,-,-,-,-,-,30.20111111,76.81,,20-05-2022 06:00,50.95
1242,1242,Gondar-Pz,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Gondar,-,-,-,-,-,-,29.65833333,76.75,,10-01-2021 00:00,31.5
1243,1243,Gondar-Pz,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Gondar,-,-,-,-,-,-,29.65833333,76.75,,30-11-2021 06:00,33.55
1244,1244,Gondar-Pz,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Gondar,-,-,-,-,-,-,29.65833333,76.75,,30-01-2022 07:00,31.05
1245,1245,Gondar-Pz,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Gondar,-,-,-,-,-,-,29.65833333,76.75,,01-11-2022 06:00,33.9
1246,1246,Gondar-Pz,CGWB,6,Haryana,67,KARNAL,KARNAL,NISSANG,Gondar,-,-,-,-,-,-,29.65833333,76.75,,01-01-2024 00:00,33.56
1247,1247,Gondhar,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gondhar,-,-,-,-,-,-,29.64833333,76.75472222,,31-08-2021 06:00,29.6
1248,1248,Gondhar,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gondhar,-,-,-,-,-,-,29.64833333,76.75472222,,20-05-2022 06:00,30.5
1249,1249,Gondhar,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gondhar,-,-,-,-,-,-,29.64833333,76.75472222,,01-08-2022 06:00,34.5
1250,1250,Gondhar,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gondhar,-,-,-,-,-,-,29.64833333,76.75472222,,01-01-2023 00:00,32.34
1251,1251,Gondhar,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gondhar,-,-,-,-,-,-,29.64833333,76.75472222,,01-11-2023 00:00,34.25
1252,1252,Gopalwas-PZ,CGWB,6,Haryana,701,Charkhi Dadri,BADHRA,BADHRA,Gopalwas,-,-,-,-,-,-,28.70305556,75.70722222,,20-05-2022 06:00,90.13
1253,1253,Gopi,CGWB,6,Haryana,701,Charkhi Dadri,BADHRA,BADHRA,Badri,-,-,-,-,-,-,28.55277778,75.95555556,,20-05-2022 06:00,72.65
1254,1254,Gorakhpur-DW,CGWB,6,Haryana,61,FATEHABAD,FATEHABAD,BHUNA,Gorakhpur,-,-,-,-,-,-,29.44861111,75.67083333,,20-05-2022 06:00,1.68
1255,1255,Gorar-DW,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Gorar,-,-,-,-,-,-,28.94777778,76.8125,,20-05-2022 06:00,1
1256,1256,Goria-DW,CGWB,6,Haryana,64,JHAJJAR,JHAJJAR,MATANHAIL,Goria,-,-,-,-,-,-,28.45277778,76.38694444,,20-05-2022 06:00,2.15
1257,1257,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,10-01-2021 00:00,7.86
1258,1258,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,01-01-2023 00:00,17.61
1259,1259,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,01-06-2023 00:00,17.38
1260,1260,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,20-08-2023 00:00,17.39
1261,1261,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,01-11-2023 00:00,17.81
1262,1262,Goriwala,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.79166667,74.70833333,,01-01-2024 00:00,17.44
1263,1263,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,31-08-2021 06:00,18.76
1264,1264,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,30-11-2021 06:00,17.22
1265,1265,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,30-01-2022 07:00,17.46
1266,1266,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,20-05-2022 06:00,18.5
1267,1267,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,01-08-2022 06:00,17.32
1268,1268,Goriwala-Pz,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Goriwala,-,-,-,-,-,-,29.7875,74.75555556,,01-11-2022 06:00,17.45
1269,1269,Gudhana-Pz,CGWB,6,Haryana,62,GURUGRAM,PATAUDI,PATAUDI,Gudhana,-,-,-,-,-,-,28.35277778,76.68888889,,20-05-2022 06:00,32.95
1270,1270,Gudia Khera-DW,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gudia Khera,-,-,-,-,-,-,29.38388889,75.00055556,,20-05-2022 06:00,2.6
1271,1271,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,10-01-2021 00:00,29.01
1272,1272,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,30-11-2021 06:00,23.8
1273,1273,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,30-01-2022 07:00,29.43
1274,1274,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,20-05-2022 06:00,34.1
1275,1275,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,01-08-2022 06:00,25.6
1276,1276,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,01-01-2023 00:00,27.18
1277,1277,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,01-06-2023 00:00,37.38
1278,1278,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,20-08-2023 00:00,38.5
1279,1279,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,01-11-2023 00:00,29.53
1280,1280,Guhna,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.775,76.26666667,,01-01-2024 00:00,28.5
1281,1281,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,31-08-2021 06:00,31
1282,1282,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,30-11-2021 06:00,28.59
1283,1283,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,30-01-2022 07:00,21.7
1284,1284,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,20-05-2022 06:00,28.95
1285,1285,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,01-01-2023 00:00,22.99
1286,1286,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,01-06-2023 00:00,24.87
1287,1287,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,20-08-2023 00:00,29.84
1288,1288,Guhna pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76666667,76.26,,01-11-2023 00:00,27.65
1289,1289,Guhna-Pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76583333,76.26055556,,30-01-2022 07:00,21.7
1290,1290,Guhna-Pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76583333,76.26055556,,20-05-2022 06:00,21.4
1291,1291,Guhna-Pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76583333,76.26055556,,23-11-2022 06:00,22.63
1292,1292,Guhna-Pz,CGWB,6,Haryana,66,KAITHAL,KAITHAL,KAITHAL,Guhna,-,-,-,-,-,-,29.76583333,76.26055556,,01-01-2024 00:00,24.35
1293,1293,Gulaltha,CGWB,6,Haryana,604,Nuh,PUNHANA,PUNHANA,Gulaltha,-,-,-,-,-,-,27.91666667,77.17916667,,30-11-2021 06:00,0.95
1294,1294,Gulaltha,CGWB,6,Haryana,604,Nuh,PUNHANA,PUNHANA,Gulaltha,-,-,-,-,-,-,27.91666667,77.17916667,,20-05-2022 06:00,2.55
1295,1295,Gulawad-DW,CGWB,6,Haryana,619,Palwal,HODAL,HODAL,Gulawad,-,-,-,-,-,-,28.00972222,77.44583333,,20-05-2022 06:00,14.2
1296,1296,Gulha 1(m),CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Gulha 1(m),-,-,-,-,-,-,30.04027778,76.3,,20-05-2022 06:00,47.3
1297,1297,Gumthala Garhu-PZ,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Gumthala Garhu,-,-,-,-,-,-,29.93638889,76.55027778,,20-05-2022 06:00,37.1
1298,1298,Gurana,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Gurana,-,-,-,-,-,-,29.3,75.96666667,,20-05-2022 06:00,2
1299,1299,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,10-01-2021 00:00,16.5
1300,1300,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,31-08-2021 06:00,18.1
1301,1301,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,30-11-2021 06:00,16.1
1302,1302,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,30-01-2022 07:00,15.62
1303,1303,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,20-05-2022 06:00,19.6
1304,1304,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-08-2022 06:00,15.49
1305,1305,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-11-2022 06:00,15.4
1306,1306,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-01-2023 00:00,15.5
1307,1307,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-06-2023 00:00,15.34
1308,1308,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,20-08-2023 00:00,15.37
1309,1309,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-11-2023 00:00,15.47
1310,1310,Gurera,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.91944444,75.51583333,,01-01-2024 00:00,15.44
1311,1311,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,30-01-2022 07:00,14.27
1312,1312,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,01-08-2022 06:00,15.18
1313,1313,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,01-01-2023 00:00,14.22
1314,1314,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,01-06-2023 00:00,14.26
1315,1315,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,20-08-2023 00:00,14.28
1316,1316,Gurera-pz,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.94583333,75.51666667,,01-01-2024 00:00,14.17
1317,1317,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,10-01-2021 00:00,14.79
1318,1318,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,31-08-2021 06:00,15.64
1319,1319,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,30-11-2021 06:00,14.34
1320,1320,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,30-01-2022 07:00,14.27
1321,1321,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,20-05-2022 06:00,14.46
1322,1322,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,01-11-2022 06:00,12.83
1323,1323,Gurera PZ,CGWB,6,Haryana,59,BHIWANI,SIWANI,SIWANI,Gurera,-,-,-,-,-,-,28.9175,75.51916667,,01-11-2023 00:00,14.32
1324,1324,Guriani,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Guriani,-,-,-,-,-,-,28.35833333,76.52916667,,30-01-2022 07:00,16.72
1325,1325,Gurkawas-DW,CGWB,6,Haryana,72,REWARI,REWARI,REWARI,Gurkawas,-,-,-,-,-,-,28.25277778,76.63111111,,20-05-2022 06:00,7.55
1326,1326,Gurusar-DW,CGWB,6,Haryana,65,JIND,NARWANA,NARWANA,Gurusar,-,-,-,-,-,-,29.75722222,76.11027778,,20-05-2022 06:00,12.3
1327,1327,Haila Mandi,CGWB,6,Haryana,62,GURUGRAM,PATAUDI,PATAUDI,Haila Mandi,-,-,-,-,-,-,28.31305556,76.77083333,,20-05-2022 06:00,33.95
1328,1328,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,10-01-2021 00:00,4.1
1329,1329,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,31-08-2021 06:00,3.69
1330,1330,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,30-11-2021 06:00,1.14
1331,1331,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,30-01-2022 07:00,0.98
1332,1332,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,20-05-2022 06:00,2.97
1333,1333,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,01-08-2022 06:00,0.84
1334,1334,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,01-11-2022 06:00,2.1
1335,1335,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,01-01-2023 00:00,3.35
1336,1336,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,01-06-2023 00:00,3.59
1337,1337,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,20-08-2023 00:00,2.5
1338,1338,Haluwas,CGWB,6,Haryana,59,BHIWANI,BHIWANI,BHIWANI,Haluwas,-,-,-,-,-,-,28.73333333,76.16666667,,01-11-2023 00:00,3.04
1339,1339,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,10-01-2021 00:00,3.15
1340,1340,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,31-08-2021 06:00,5.11
1341,1341,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,30-11-2021 06:00,5.49
1342,1342,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,30-01-2022 07:00,6.43
1343,1343,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,20-05-2022 06:00,8.5
1344,1344,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-08-2022 06:00,5.18
1345,1345,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-11-2022 06:00,4.85
1346,1346,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-01-2023 00:00,5.07
1347,1347,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-06-2023 00:00,5.48
1348,1348,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-11-2023 00:00,4.61
1349,1349,Hangola,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,RAIPUR RANI,Hangola,-,-,-,-,-,-,30.53277778,77.03111111,,01-01-2024 00:00,4.81
1350,1350,Hansaka-DW,CGWB,6,Haryana,72,REWARI,REWARI,REWARI,Hansaka,-,-,-,-,-,-,28.20666667,76.68111111,,20-05-2022 06:00,7.4
1351,1351,Hansi S,CGWB,6,Haryana,63,HISAR,HANSI,HANSI,Hansi S,-,-,-,-,-,-,29.18333333,75.96583333,,20-05-2022 06:00,6.7
1352,1352,Harchandpur Pz,CGWB,6,Haryana,62,GURUGRAM,SOHANA,SOHANA,Harchandpur Pz,-,-,-,-,-,-,28.26666667,77.13888889,,20-05-2022 06:00,26.4
1353,1353,Harigarh Kingan-Pz,CGWB,6,Haryana,66,KAITHAL,GULHA,GULHA,Harigarh Kingan,-,-,-,-,-,-,30.06111111,76.4,,20-05-2022 06:00,40.83
1354,1354,Harinagar-DW,CGWB,6,Haryana,72,REWARI,REWARI,REWARI,Harinagar,-,-,-,-,-,-,28.19444444,76.575,,20-05-2022 06:00,17.4
1355,1355,Haryana AMBALA NARAINGARH Jandheri Pz (D),CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.088848,76.61036,,01-11-2023 00:00,43.96
1356,1356,Haryana AMBALA NARAINGARH Jandheri Pz (M),CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.088848,76.61036,,01-11-2023 00:00,44.69
1357,1357,Haryana AMBALA NARAINGARH Jandheri Pz (S),CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.088848,76.61036,,01-11-2023 00:00,44.6
1358,1358,Haryana BHIWANI SIWANI Loharwala-100,CGWB,6,Haryana,59,BHIWANI,SIWANI,-,-,-,-,-,-,-,-,28.628737,76.360227,,20-08-2023 00:00,3.28
1359,1359,Haryana BHIWANI SIWANI Loharwala-200,CGWB,6,Haryana,59,BHIWANI,SIWANI,-,-,-,-,-,-,-,-,28.628773,76.360227,,20-08-2023 00:00,2.56
