_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
1068,1068,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,10-01-2021 00:00,3.85
1069,1069,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,31-08-2021 06:00,4.65
1070,1070,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,30-01-2022 07:00,3.05
1071,1071,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,20-05-2022 06:00,2.23
1072,1072,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,01-08-2022 06:00,2.7
1073,1073,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,01-01-2023 00:00,2.6
1074,1074,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,20-08-2023 00:00,1.61
1075,1075,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,01-11-2023 00:00,2.15
1076,1076,Dubhaldhan,CGWB,6,Haryana,64,JHAJJAR,BERI,BERI,Dubhaldhan,-,-,-,-,-,-,28.7,76.49444444,,01-01-2024 00:00,2.9
1077,1077,Dudiwala-PZ,CGWB,6,Haryana,701,Charkhi Dadri,BADHRA,BADHRA,Dudiwala,-,-,-,-,-,-,28.63027778,76.03527778,,20-05-2022 06:00,39.14
1078,1078,Durjanpur-Pz,CGWB,6,Haryana,63,HISAR,HISSAR,AGROHA,Durjanpur,-,-,-,-,-,-,29.25138889,75.59444444,,20-05-2022 06:00,7.45
1079,1079,Ellenabed,CGWB,6,Haryana,74,SIRSA,ELLLENABAD,ELLLENABAD,Ellenabed,-,-,-,-,-,-,29.46666667,74.63333333,,20-05-2022 06:00,25.5
1080,1080,Etola-Pz-S,CGWB,6,Haryana,71,PANIPAT,PANIPAT,MADLAUDA,Etola-Pz-M,-,-,-,-,-,-,29.34722222,76.74166667,,20-08-2023 00:00,14.31
1081,1081,Etola-Pz-S,CGWB,6,Haryana,71,PANIPAT,PANIPAT,MADLAUDA,Etola-Pz-M,-,-,-,-,-,-,29.34722222,76.74166667,,01-11-2023 00:00,14.73
1082,1082,Etola-Pz-S,CGWB,6,Haryana,71,PANIPAT,PANIPAT,MADLAUDA,Etola-Pz-M,-,-,-,-,-,-,29.34722222,76.74166667,,01-01-2024 00:00,13.98
1083,1083,Faizabad-DW,CGWB,6,Haryana,69,MAHENDRAGARH,NARNAUL,ATELI,Faizabad,-,-,-,-,-,-,28.12166667,76.12166667,,20-05-2022 06:00,17.8
1084,1084,Faridabad,CGWB,6,Haryana,60,FARIDABAD,BALLABGARH,FARIDABAD,Faridabad,-,-,-,-,-,-,28.425,77.30416667,,20-05-2022 06:00,26.1
1085,1085,Faridpur-Pz,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Faridpur,-,-,-,-,-,-,29.46111111,77.0375,,20-05-2022 06:00,24.8
1086,1086,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,10-01-2021 00:00,6.84
1087,1087,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,31-08-2021 06:00,6.84
1088,1088,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,30-01-2022 07:00,5.5
1089,1089,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,20-05-2022 06:00,5.74
1090,1090,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,01-08-2022 06:00,4.97
1091,1091,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,01-10-2022 00:00,4.3
1092,1092,Farmana,CGWB,6,Haryana,75,SONIPAT,KHARKHODA,KHARHAUDA,Farmana,-,-,-,-,-,-,28.98472222,76.8125,,01-11-2022 06:00,4.6
1093,1093,Farrukh Nagar-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Farrukh Nagar,-,-,-,-,-,-,28.44722222,76.825,,20-05-2022 06:00,22.8
1094,1094,Fatehpur-Pz,CGWB,6,Haryana,76,YAMUNANAGAR,JAGADHRI,JAGADHRI,Fatehpur,-,-,-,-,-,-,30.21666667,77.11666667,,20-05-2022 06:00,14.05
1095,1095,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,10-01-2021 00:00,31.7
1096,1096,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,31-08-2021 06:00,32.34
1097,1097,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,30-11-2021 06:00,30.18
1098,1098,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,30-01-2022 07:00,37
1099,1099,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,20-05-2022 06:00,31.58
1100,1100,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,01-08-2022 06:00,28.63
1101,1101,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,01-01-2023 00:00,28.6
1102,1102,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,01-11-2023 00:00,27
1103,1103,Fazilpur Badli-Pz,CGWB,6,Haryana,62,GURUGRAM,GURGAON,FARUKHNAGAR,Fazilpur Badli,-,-,-,-,-,-,28.425,76.85833333,,01-01-2024 00:00,28.22
1104,1104,Ferozepurzhirka,CGWB,6,Haryana,604,Nuh,FEROZPUR JHIRKA,FIROZEPUR JHIRKA,Firozepur Jhirka,-,-,-,-,-,-,27.79166667,76.95,,20-05-2022 06:00,15.8
1105,1105,GADAULI -D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.549694,77.159181,,01-01-2023 00:00,40.62
1106,1106,GADAULI -M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.549694,77.159181,,01-01-2023 00:00,36.67
1107,1107,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,10-01-2021 00:00,39.5
1108,1108,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,31-08-2021 06:00,45.83
1109,1109,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-11-2021 06:00,44.3
1110,1110,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-01-2022 07:00,38
1111,1111,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,20-05-2022 06:00,42.12
1112,1112,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-08-2022 06:00,52.25
1113,1113,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2022 06:00,44.71
1114,1114,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-06-2023 00:00,41.02
1115,1115,Gadauli-Pz-D,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2023 00:00,45.93
1116,1116,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,10-01-2021 00:00,36.22
1117,1117,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,31-08-2021 06:00,40.1
1118,1118,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-11-2021 06:00,42.15
1119,1119,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-01-2022 07:00,35.32
1120,1120,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,20-05-2022 06:00,43.78
1121,1121,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-08-2022 06:00,58.22
1122,1122,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2022 06:00,41.24
1123,1123,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-06-2023 00:00,42.87
1124,1124,Gadauli-Pz-M,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2023 00:00,45.45
1125,1125,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,10-01-2021 00:00,19.72
1126,1126,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,31-08-2021 06:00,38.51
1127,1127,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-11-2021 06:00,25.9
1128,1128,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,30-01-2022 07:00,20.58
1129,1129,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,20-05-2022 06:00,29.7
1130,1130,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-08-2022 06:00,41.53
1131,1131,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2022 06:00,25.37
1132,1132,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-06-2023 00:00,31.16
1133,1133,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-11-2023 00:00,44.98
1134,1134,Gadauli-Pz-S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,NARAINGARH,Gadauli,-,-,-,-,-,-,30.38305556,77.15916667,,01-01-2024 00:00,22.94
1135,1135,GADAULI -S,CGWB,6,Haryana,58,AMBALA,NARAINGARH,-,-,-,-,-,-,-,-,30.549694,77.159181,,01-01-2023 00:00,21.82
1136,1136,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,10-01-2021 00:00,3.96
1137,1137,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,31-08-2021 06:00,7.6
1138,1138,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,30-11-2021 06:00,4.07
1139,1139,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,30-01-2022 07:00,2.68
1140,1140,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,16-08-2022 06:00,-0.54
1141,1141,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,01-11-2022 06:00,1.78
1142,1142,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,01-01-2023 00:00,2.5
1143,1143,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,01-06-2023 00:00,1.99
1144,1144,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,20-08-2023 00:00,1.19
1145,1145,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,01-11-2023 00:00,2.37
1146,1146,Gain Pura,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Gain Pura,-,-,-,-,-,-,29.35,76.02083333,,01-01-2024 00:00,2.03
1147,1147,Ganaur-Pz,CGWB,6,Haryana,75,SONIPAT,GANAUR,GANAUR,Ganaur,-,-,-,-,-,-,29.13333333,77.01444444,,20-05-2022 06:00,32.16
1148,1148,Ganda Khera-DW,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ganda Khera,-,-,-,-,-,-,29.51333333,76.24333333,,20-05-2022 06:00,17.92
1149,1149,Ganga,CGWB,6,Haryana,74,SIRSA,DABWALI,DABWALI,Ganga,-,-,-,-,-,-,29.78333333,74.67222222,,20-05-2022 06:00,15.2
1150,1150,Gangateri-Pz,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gangateri-Pz,-,-,-,-,-,-,29.47777778,76.50388889,,20-05-2022 06:00,28.2
1151,1151,Gangatheri,CGWB,6,Haryana,67,KARNAL,ASSANDH,ASSANDH,Gangatheri,-,-,-,-,-,-,29.46944444,76.4875,,20-08-2023 00:00,33.67
1152,1152,Gangola-DW,CGWB,6,Haryana,62,GURUGRAM,SOHANA,SOHANA,Gangola,-,-,-,-,-,-,28.26111111,77.20555556,,20-05-2022 06:00,4.25
1153,1153,Gangoli-DW,CGWB,6,Haryana,65,JIND,SAFIDON,PILUKHERA,Gangoli,-,-,-,-,-,-,29.3,76.52805556,,20-05-2022 06:00,2.1
1154,1154,Garhi-DW,CGWB,6,Haryana,72,REWARI,KOSLI,NAHAR,Garhi,-,-,-,-,-,-,28.41333333,76.34,,20-05-2022 06:00,19.3
1155,1155,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,31-08-2021 06:00,22.13
1156,1156,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,30-11-2021 06:00,17.63
1157,1157,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,01-08-2022 06:00,23.07
1158,1158,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,01-11-2022 06:00,15.3
1159,1159,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,01-01-2023 00:00,13.25
1160,1160,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,20-08-2023 00:00,19.46
1161,1161,Garhi Khajur M,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur M,-,-,-,-,-,-,29.53333333,77.05694444,,01-11-2023 00:00,16.78
1162,1162,Garhi Khajur S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur,-,-,-,-,-,-,29.53333333,77.05694444,,30-11-2021 06:00,15.77
1163,1163,Garhi Khajur S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur,-,-,-,-,-,-,29.53333333,77.05694444,,01-08-2022 06:00,19.36
1164,1164,Garhi Khajur S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur,-,-,-,-,-,-,29.53333333,77.05694444,,01-11-2022 06:00,13.2
1165,1165,Garhi Khajur S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur,-,-,-,-,-,-,29.53333333,77.05694444,,01-01-2023 00:00,14.88
1166,1166,Garhi Khajur S,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhi Khajur,-,-,-,-,-,-,29.53333333,77.05694444,,01-11-2023 00:00,15.65
1167,1167,Garhikhajur (shallow),CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhikhajur (shallow),-,-,-,-,-,-,29.53333333,77.05694444,,31-08-2021 06:00,20.33
1168,1168,Garhikhajur (shallow),CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Garhikhajur (shallow),-,-,-,-,-,-,29.53333333,77.05694444,,30-01-2022 07:00,15.09
1169,1169,Garhi Roran-PZ,CGWB,6,Haryana,68,KURUKSHETRA,PEHOWA,PEHOWA,Garhi Roran,-,-,-,-,-,-,29.96361111,76.73027778,,20-05-2022 06:00,32.45
1170,1170,Garhwal,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Garhwal,-,-,-,-,-,-,29.18333333,76.53888889,,10-01-2021 00:00,0.89
1171,1171,Garhwal,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Garhwal,-,-,-,-,-,-,29.18333333,76.53888889,,31-08-2021 06:00,1.48
1172,1172,Garhwal,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Garhwal,-,-,-,-,-,-,29.18333333,76.53888889,,30-01-2022 07:00,1.02
1173,1173,Garhwal,CGWB,6,Haryana,75,SONIPAT,GOHANA,KATHURA,Garhwal,-,-,-,-,-,-,29.18333333,76.53888889,,20-05-2022 06:00,2
1174,1174,Garriran_1,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,-,-,-,-,-,-,-,-,30.838056,76.876389,,01-01-2023 00:00,32.45
1175,1175,Garriran_1,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,-,-,-,-,-,-,-,-,30.838056,76.876389,,01-11-2023 00:00,31.27
1176,1176,Garriran-DW,CGWB,6,Haryana,70,PANCHKULA,PANCHKULA,-,-,-,-,-,-,-,-,30.847222,76.866667,,01-01-2024 00:00,31.38
1177,1177,Ghaibipur,CGWB,6,Haryana,63,HISAR,HISSAR,BARWALA,Ghaibipur,-,-,-,-,-,-,29.425,75.92916667,,20-05-2022 06:00,6.95
1178,1178,Ghararsi-PZ,CGWB,6,Haryana,68,KURUKSHETRA,SHAHBAD,THANESAR,Ghararsi,-,-,-,-,-,-,29.91055556,76.70194444,,20-05-2022 06:00,34
1179,1179,Gharaunda-Pz,CGWB,6,Haryana,67,KARNAL,GHARAUNDA,GHARAUNDA,Gharaunda,-,-,-,-,-,-,29.53611111,76.96944444,,20-05-2022 06:00,32.8
1180,1180,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,10-01-2021 00:00,15.17
1181,1181,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,31-08-2021 06:00,16.16
1182,1182,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,30-01-2022 07:00,14.5
1183,1183,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,20-05-2022 06:00,14.2
1184,1184,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,01-08-2022 06:00,13.9
1185,1185,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,01-10-2022 00:00,12.75
1186,1186,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,01-11-2022 06:00,11.2
1187,1187,Ghaso,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.52222222,76.15277778,,01-11-2023 00:00,15.1
1188,1188,Ghosao Kalan DW,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.5222,76.1528,226.58,20-08-2023 00:00,14.7
1189,1189,Ghosao Kalan DW,CGWB,6,Haryana,65,JIND,NARWANA,UCHANA,Ghaso,-,-,-,-,-,-,29.5222,76.1528,226.58,01-01-2024 00:00,14.05
1190,1190,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,10-01-2021 00:00,8.18
1191,1191,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,31-08-2021 06:00,8.78
1192,1192,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,30-11-2021 06:00,7.88
1193,1193,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,30-01-2022 07:00,7.14
1194,1194,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,20-05-2022 06:00,7.2
1195,1195,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,01-08-2022 06:00,6.53
1196,1196,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,01-11-2022 06:00,6.5
1197,1197,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,01-01-2023 00:00,6.6
1198,1198,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,01-06-2023 00:00,6.17
1199,1199,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,20-08-2023 00:00,6.02
1200,1200,Ghursal-Pz,CGWB,6,Haryana,63,HISAR,ADAMPUR,ADAMPUR,Ghursal,-,-,-,-,-,-,29.17083333,75.42277778,,01-11-2023 00:00,5.98
1201,1201,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,20-05-2022 06:00,16.31
1202,1202,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-08-2022 06:00,11.7
1203,1203,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-11-2022 06:00,13.34
1204,1204,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-01-2023 00:00,14.3
1205,1205,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-06-2023 00:00,12.08
1206,1206,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,20-08-2023 00:00,13.59
1207,1207,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-11-2023 00:00,13.43
1208,1208,Ghushiana,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Ghushiana,-,-,-,-,-,-,29.25277778,75.08333333,,01-01-2024 00:00,13.22
1209,1209,Gigorani,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gigorani,-,-,-,-,-,-,29.3,75.14444444,,30-01-2022 07:00,4.64
1210,1210,Gigorani,CGWB,6,Haryana,74,SIRSA,SIRSA,NATHUSARI CHOPRA,Gigorani,-,-,-,-,-,-,29.3,75.14444444,,01-01-2023 00:00,3.84
